ticker,start_date,end_date,days,max_consecutive_days,total_stale_days
AXO,2003-10-23,2003-11-26,35,25,465
CBH,2016-08-04,2016-09-07,35,40,590
TXMD,2009-06-16,2009-07-20,35,107,883
MTBCP,2015-12-24,2016-01-27,35,25,139
SIM,2003-05-28,2003-07-01,35,25,682
HNRG,2005-01-13,2005-02-16,35,73,3290
TCFC,2012-05-02,2012-06-05,35,40,1507
MCBS,2017-09-14,2017-10-18,35,86,575
MXC,1996-01-02,1996-02-05,35,164,2419
DOOO,2013-11-22,2013-12-26,35,25,915
RDIB,2013-10-02,2013-11-05,35,64,1468
MSVB,2007-04-20,2007-05-24,35,115,3926
HNRG,2000-08-04,2000-09-07,35,73,3290
PAYS,2009-10-30,2009-12-03,35,93,1140
CLSK,2016-10-12,2016-11-15,35,238,1229
EEH,2011-11-02,2011-12-06,35,48,1717
KBLMU,2019-04-10,2019-05-14,35,72,494
MLPO,2017-08-17,2017-09-20,35,77,983
LFVN,2001-01-19,2001-02-22,35,290,2466
CTZ,2005-04-14,2005-05-18,35,68,2291
PHX,1993-02-19,1993-03-25,35,27,1267
CTZ,2014-01-16,2014-02-19,35,68,2291
LONE,2012-02-28,2012-04-02,35,60,1126
LD,2016-11-02,2016-12-06,35,91,1282
DSS,1994-05-19,1994-06-22,35,53,780
SUZ,2016-05-19,2016-06-22,35,49,1255
RMNI,2016-08-30,2016-10-03,35,24,279
AMCR,2016-01-13,2016-02-16,35,54,1345
PTVCA,2006-01-04,2006-02-07,35,103,3782
CAE,1999-07-29,1999-09-01,35,50,1194
JFKKU,2020-01-31,2020-03-05,35,24,135
COFS,2001-07-11,2001-08-14,35,58,2372
YUMA,1996-03-12,1996-04-15,35,319,2485
BLBD,2014-10-31,2014-12-04,35,30,690
CYCCP,2006-02-16,2006-03-22,35,28,1770
BOCH,2000-01-27,2000-03-01,35,24,817
CIGI,1996-03-01,1996-04-04,35,53,362
CTZ,2008-10-08,2008-11-11,35,68,2291
KGJI,2009-03-19,2009-04-22,35,33,1229
HBMD,2011-08-12,2011-09-15,35,25,1149
EBMT,2001-11-06,2001-12-10,35,59,1786
AMCR,2017-08-23,2017-09-26,35,54,1345
FGBI,2013-02-26,2013-04-01,35,57,699
BHAT,2012-04-18,2012-05-22,35,234,1339
KELYB,2009-11-17,2009-12-21,35,96,4631
MLPE,2018-11-13,2018-12-17,35,52,654
BLD,2009-04-30,2009-06-03,35,62,1016
JG,2014-05-28,2014-07-01,35,62,1061
SMTS,2009-02-19,2009-03-25,35,25,1096
BOTJ,2000-10-26,2000-11-29,35,26,1564
BOTJ,2000-09-12,2000-10-16,35,26,1564
ORRF,1999-09-29,1999-11-02,35,32,1270
GPRK,2012-01-13,2012-02-16,35,51,697
SIEB,1993-01-19,1993-02-22,35,49,1518
ROSEU,2017-08-17,2017-09-20,35,102,665
PTVCA,2003-01-02,2003-02-04,34,103,3782
SIM,2003-01-08,2003-02-10,34,25,682
PJT,2013-06-05,2013-07-08,34,78,2431
AMRH,2016-07-07,2016-08-09,34,40,440
BCDA,2006-06-14,2006-07-17,34,61,1991
CPHI,2004-12-09,2005-01-11,34,60,809
YUMA,2001-08-29,2001-10-01,34,319,2485
LTRPB,2014-11-20,2014-12-23,34,40,997
OPBK,2006-03-24,2006-04-26,34,161,2090
APTO,1994-09-08,1994-10-11,34,27,1897
CCZ,2018-01-19,2018-02-21,34,29,1986
KELYB,2009-05-27,2009-06-29,34,96,4631
KBLMU,2019-02-28,2019-04-02,34,72,494
LMB,2015-09-09,2015-10-12,34,25,268
KELYB,2006-06-28,2006-07-31,34,96,4631
LFVN,2002-05-02,2002-06-04,34,290,2466
PFIS,2002-06-26,2002-07-29,34,34,1317
OTTW,2010-09-23,2010-10-26,34,39,1706
RDIB,2016-10-05,2016-11-07,34,64,1468
KIQ,2005-09-14,2005-10-17,34,175,3475
BHAT,2015-05-20,2015-06-22,34,234,1339
NVGS,2011-01-07,2011-02-09,34,203,1442
KIQ,2003-07-25,2003-08-27,34,175,3475
PFHD,2017-06-21,2017-07-24,34,57,537
BHAT,2013-01-02,2013-02-04,34,234,1339
KIQ,2001-05-09,2001-06-11,34,175,3475
YUMA,2002-05-15,2002-06-17,34,319,2485
ENG,1996-02-21,1996-03-25,34,33,307
PTVCA,1993-01-27,1993-03-01,34,103,3782
HWBK,2000-05-10,2000-06-12,34,35,766
PLX,2003-04-25,2003-05-28,34,80,1679
HBMD,2010-06-03,2010-07-06,34,25,1149
STG,2012-12-28,2013-01-30,34,187,1342
NIU,1996-06-28,1996-07-31,34,80,2245
KIQ,2006-02-01,2006-03-06,34,175,3475
KIQ,2008-04-25,2008-05-28,34,175,3475
HNRG,2002-06-14,2002-07-17,34,73,3290
PEBK,1993-05-13,1993-06-15,34,38,1334
KFS,1999-07-07,1999-08-09,34,106,730
FSBC,2010-06-23,2010-07-26,34,56,1958
PPSI,2013-08-15,2013-09-17,34,29,239
PPSI,2013-07-11,2013-08-13,34,29,239
CXDC,2007-11-07,2007-12-10,34,73,350
VEL,2014-08-20,2014-09-22,34,172,616
GBR,2003-03-13,2003-04-15,34,39,1204
VEL,2014-06-04,2014-07-07,34,172,616
SPFI,2017-09-20,2017-10-23,34,229,1793
HMG,1996-06-26,1996-07-29,34,39,3152
AIO,2001-10-18,2001-11-20,34,213,440
EMP,2018-02-09,2018-03-14,34,83,296
COFS,2003-02-05,2003-03-10,34,58,2372
FSBC,2009-01-09,2009-02-11,34,56,1958
NIU,2006-01-11,2006-02-13,34,80,2245
RDIB,2013-12-19,2014-01-21,34,64,1468
PLIN,2014-11-26,2014-12-29,34,24,128
ARWR,1998-11-12,1998-12-15,34,70,2032
ACER,2004-07-23,2004-08-25,34,24,196
DWSN,1996-01-03,1996-02-05,34,45,1504
AGM,1995-09-15,1995-10-18,34,50,538
GHG,2012-09-28,2012-10-31,34,70,661
AMCR,2015-02-11,2015-03-16,34,54,1345
PAYS,2010-05-12,2010-06-14,34,93,1140
GRAF,2008-10-22,2008-11-24,34,1223,3366
GPOR,2002-07-25,2002-08-27,34,24,782
AYTU,2010-10-29,2010-12-01,34,131,1696
HA,2003-07-16,2003-08-18,34,24,40
PANL,2013-12-20,2014-01-22,34,21,56
DIVC,2018-02-16,2018-03-21,34,116,762
CEMI,2004-09-22,2004-10-25,34,70,937
XELB,2014-10-08,2014-11-10,34,54,564
TMSR,2017-10-06,2017-11-08,34,46,531
APPS,2010-09-17,2010-10-20,34,24,572
MRKR,2006-07-05,2006-08-07,34,24,367
MSVB,2004-09-23,2004-10-26,34,115,3926
POPE,1996-03-28,1996-04-30,34,24,1484
MAXR,2016-06-17,2016-07-20,34,47,1359
CCB,2004-05-07,2004-06-09,34,253,1818
DWSN,1997-01-31,1997-03-05,34,45,1504
POPE,1995-09-07,1995-10-10,34,24,1484
DOOR,2010-06-04,2010-07-07,34,71,663
GHG,2013-11-06,2013-12-09,34,70,661
IMV,2011-05-06,2011-06-08,34,50,1241
KINS,2000-07-19,2000-08-21,34,24,1130
PLIN,2014-07-25,2014-08-27,34,24,128
WPM,2003-10-08,2003-11-10,34,92,996
CTZ,2008-12-26,2009-01-28,34,68,2291
MLPE,2018-04-05,2018-05-08,34,52,654
GPRK,2011-09-26,2011-10-28,33,51,697
GYRO,1995-10-02,1995-11-03,33,25,1792
PWOD,1995-04-07,1995-05-09,33,73,1405
GNL,2013-01-25,2013-02-26,33,54,1097
LBC,2015-06-26,2015-07-28,33,181,1956
JG,2012-05-14,2012-06-15,33,62,1061
ATLO,2001-07-12,2001-08-13,33,181,973
PWOD,1997-01-17,1997-02-18,33,73,1405
CLSK,2015-06-26,2015-07-28,33,238,1229
PAVMW,2019-09-27,2019-10-29,33,48,549
PCB,2013-08-29,2013-09-30,33,131,830
FPAY,2013-03-15,2013-04-16,33,105,1055
TBB,2010-07-15,2010-08-16,33,214,318
NEW,2009-10-16,2009-11-17,33,37,1104
BLD,2007-04-16,2007-05-18,33,62,1016
BSRR,1995-05-19,1995-06-20,33,69,867
NEW,2004-04-26,2004-05-28,33,37,1104
PFHD,2019-11-22,2019-12-24,33,57,537
MTC,2015-07-23,2015-08-24,33,90,1130
HNRG,1996-10-21,1996-11-22,33,73,3290
GPRK,2011-11-11,2011-12-13,33,51,697
ABEV,2003-06-30,2003-08-01,33,48,1519
BRFS,2001-02-02,2001-03-06,33,22,204
PJT,2007-10-18,2007-11-19,33,78,2431
RDIB,2014-02-14,2014-03-18,33,64,1468
RMG,2015-04-02,2015-05-04,33,120,1003
LBC,2005-04-08,2005-05-10,33,181,1956
SOLN,2019-02-08,2019-03-12,33,130,464
CBAY,2014-05-01,2014-06-02,33,22,70
MLPO,2017-07-14,2017-08-15,33,77,983
SMIT,1994-10-17,1994-11-18,33,30,616
AIRI,2012-04-09,2012-05-11,33,79,1622
AGM,1995-01-26,1995-02-27,33,50,538
AIRI,2005-03-17,2005-04-18,33,79,1622
TRT,1994-04-15,1994-05-17,33,278,1268
VMD,2003-07-28,2003-08-29,33,213,1247
VMD,2005-09-29,2005-10-31,33,213,1247
SLMBP,2005-10-28,2005-11-29,33,22,525
ELJ,2018-08-13,2018-09-14,33,31,310
COFS,2002-10-14,2002-11-15,33,58,2372
UBCP,1993-11-05,1993-12-07,33,77,1284
DISCB,2016-10-21,2016-11-22,33,26,1586
COFS,2003-08-07,2003-09-08,33,58,2372
WEI,2002-06-28,2002-07-30,33,1453,3275
ORRF,2002-01-24,2002-02-25,33,32,1270
RDIB,2019-05-13,2019-06-14,33,64,1468
CRH,1994-07-28,1994-08-29,33,71,838
STG,2005-08-29,2005-09-30,33,187,1342
PTVCA,2008-08-14,2008-09-15,33,103,3782
LFVN,2004-03-12,2004-04-13,33,290,2466
SIEB,1994-12-16,1995-01-17,33,49,1518
FGBI,2012-12-21,2013-01-22,33,57,699
AMCR,2014-05-19,2014-06-20,33,54,1345
SLMBP,2006-03-16,2006-04-17,33,22,525
AYTU,2010-06-10,2010-07-12,33,131,1696
NWGI,2009-07-13,2009-08-14,33,65,1434
MLPB,2017-12-08,2018-01-09,33,75,863
MLP,1994-09-02,1994-10-04,33,22,627
GLIBP,2015-04-02,2015-05-04,33,86,1141
GLIBP,2015-02-27,2015-03-31,33,86,1141
DUOT,2017-10-27,2017-11-28,33,265,974
COE,2013-05-16,2013-06-17,33,64,1318
CMCTP,2019-03-15,2019-04-16,33,44,287
CFBK,2001-05-17,2001-06-18,33,22,818
DOOO,2014-02-28,2014-04-01,33,25,915
CCB,2010-10-28,2010-11-29,33,253,1818
GSX,2015-05-15,2015-06-16,33,45,430
MAYS,1997-04-10,1997-05-12,33,55,4187
SENEB,2017-06-01,2017-07-03,33,23,2901
CIVB,1996-06-06,1996-07-08,33,45,1212
CIVB,1997-02-14,1997-03-18,33,45,1212
MXC,2000-01-03,2000-02-04,33,164,2419
DTP,2017-11-20,2017-12-22,33,24,965
MXC,2000-11-16,2000-12-18,33,164,2419
MAYS,1998-07-24,1998-08-25,33,55,4187
DWSN,2003-05-09,2003-06-10,33,45,1504
NWGI,2014-04-10,2014-05-12,33,65,1434
MSVB,2007-09-21,2007-10-23,33,115,3926
TROV,2009-07-13,2009-08-14,33,40,821
FBMS,2005-06-23,2005-07-25,33,165,1355
FBMS,2004-04-01,2004-05-03,33,165,1355
MLPB,2017-05-08,2017-06-08,32,75,863
EGBN,2000-12-19,2001-01-19,32,28,514
CEA,2009-06-09,2009-07-10,32,71,156
ALT,2017-04-24,2017-05-25,32,78,1032
TROV,2009-05-04,2009-06-04,32,40,821
FRBK,1994-01-25,1994-02-25,32,23,556
IMV,2012-10-12,2012-11-12,32,50,1241
AYTU,2011-03-11,2011-04-11,32,131,1696
FSBC,2013-05-03,2013-06-03,32,56,1958
PFIS,2002-10-14,2002-11-14,32,34,1317
BDCZ,2017-12-12,2018-01-12,32,94,712
FUE,2017-06-02,2017-07-03,32,22,1101
AIRI,2009-11-17,2009-12-18,32,79,1622
ALT,2011-11-22,2011-12-23,32,78,1032
NPA,2008-10-17,2008-11-17,32,122,1884
PJT,2001-04-24,2001-05-25,32,78,2431
TCFC,2007-02-16,2007-03-19,32,40,1507
LTBR,2004-08-27,2004-09-27,32,21,410
SASR,1995-05-02,1995-06-02,32,31,389
KELYB,2015-10-02,2015-11-02,32,96,4631
CYCCP,2010-12-13,2011-01-13,32,28,1770
LBC,2004-08-03,2004-09-03,32,181,1956
MLPO,2018-02-02,2018-03-05,32,77,983
LBTYB,2017-11-03,2017-12-04,32,41,1790
KBSF,2014-09-19,2014-10-20,32,34,437
KGJI,2003-08-08,2003-09-08,32,33,1229
HFBL,2010-05-24,2010-06-24,32,33,1291
SIEB,1993-06-18,1993-07-19,32,49,1518
OPBK,2010-02-05,2010-03-08,32,161,2090
PFBC,2001-04-30,2001-05-31,32,228,1314
AIRI,2011-10-21,2011-11-21,32,79,1622
FTS,2010-01-29,2010-03-01,32,21,568
ARWR,2001-12-17,2002-01-17,32,70,2032
BLU,2002-08-09,2002-09-09,32,21,924
CASS,1996-10-11,1996-11-11,32,22,607
PTVCA,1995-02-27,1995-03-30,32,103,3782
ORRF,2002-03-08,2002-04-08,32,32,1270
SENEB,2006-02-14,2006-03-17,32,23,2901
IOR,2011-08-29,2011-09-29,32,23,2198
ALT,2002-02-04,2002-03-07,32,78,1032
SLMBP,2006-02-03,2006-03-06,32,22,525
AMCR,2016-05-06,2016-06-06,32,54,1345
SWP,1994-02-01,1994-03-04,32,64,833
KLR,2006-12-29,2007-01-29,32,560,1397
GHG,2013-04-23,2013-05-24,32,70,661
ESBK,1995-10-27,1995-11-27,32,21,1758
DTP,2014-09-05,2014-10-06,32,24,965
LFVN,1999-10-15,1999-11-15,32,290,2466
WPM,2003-12-16,2004-01-16,32,92,996
PPHI,2020-02-04,2020-03-06,32,32,204
WEI,2011-11-18,2011-12-19,32,1453,3275
NMR,1995-07-10,1995-08-10,32,31,497
GLIBP,2016-05-06,2016-06-06,32,86,1141
DXF,2019-07-12,2019-08-12,32,22,105
ATCO,2012-07-23,2012-08-23,32,25,335
MSVB,2002-03-01,2002-04-01,32,115,3926
VBFC,1999-11-30,1999-12-31,32,45,2026
NEW,2017-09-05,2017-10-06,32,37,1104
MSVB,2003-08-25,2003-09-25,32,115,3926
AMRH,2017-02-24,2017-03-27,32,40,440
ABEV,2002-11-29,2002-12-30,32,48,1519
EPM,2001-09-18,2001-10-19,32,24,959
PJT,2006-08-18,2006-09-18,32,78,2431
GWB,2011-04-04,2011-05-05,32,247,1415
BOTJ,2001-10-08,2001-11-08,32,26,1564
PSN,2014-04-08,2014-05-09,32,106,612
PLIN,2014-09-09,2014-10-10,32,24,128
TH,2018-03-13,2018-04-13,32,38,508
PEBK,1994-07-01,1994-08-01,32,38,1334
GRAF,2005-12-05,2006-01-05,32,1223,3366
NSEC,1993-05-07,1993-06-07,32,38,2574
SRNE,2010-02-05,2010-03-08,32,82,1223
KELYB,2008-03-18,2008-04-18,32,96,4631
IKNX,2002-09-20,2002-10-21,32,26,2244
IKNX,1996-02-20,1996-03-22,32,26,2244
HNRG,1999-03-08,1999-04-08,32,73,3290
LFVN,1999-04-19,1999-05-20,32,290,2466
PAYS,2009-04-03,2009-05-04,32,93,1140
ORGS,2012-02-10,2012-03-12,32,54,277
CAE,1997-05-05,1997-06-05,32,50,1194
BRBS,2014-01-21,2014-02-21,32,45,1302
LOAC,2019-10-07,2019-11-07,32,24,210
MNSB,2008-12-26,2009-01-26,32,20,1405
FGBI,2014-07-25,2014-08-25,32,57,699
VERB,2015-09-18,2015-10-19,32,120,244
FCAP,2008-10-28,2008-11-28,32,26,1987
MCBS,2019-07-09,2019-08-09,32,86,575
RUBY,2012-08-27,2012-09-27,32,36,522
LMNR,2006-11-13,2006-12-14,32,54,781
FSBC,2012-03-26,2012-04-26,32,56,1958
INSE,2014-12-26,2015-01-26,32,20,260
KELYB,2010-12-14,2011-01-14,32,96,4631
ROAD,2014-06-09,2014-07-09,31,614,1154
PTVCA,1997-04-01,1997-05-01,31,103,3782
BHF,2014-05-12,2014-06-11,31,22,568
AGM,1995-06-27,1995-07-27,31,50,538
SOLN,2017-11-01,2017-12-01,31,130,464
MSVB,2011-06-29,2011-07-29,31,115,3926
SMIT,1994-12-28,1995-01-27,31,30,616
DJCO,2004-06-08,2004-07-08,31,25,2646
SWP,1994-08-01,1994-08-31,31,64,833
AIRI,2010-08-25,2010-09-24,31,79,1622
KELYB,2006-12-12,2007-01-11,31,96,4631
CCZ,2018-08-20,2018-09-19,31,29,1986
CTZ,2013-10-07,2013-11-06,31,68,2291
BCTF,2009-12-15,2010-01-14,31,155,3025
BE,2004-01-14,2004-02-13,31,117,2051
ROSEU,2019-02-26,2019-03-28,31,102,665
UIHC,2011-12-07,2012-01-06,31,64,884
CPHI,2003-04-23,2003-05-23,31,60,809
DJCO,2007-09-05,2007-10-05,31,25,2646
LFVN,2003-11-04,2003-12-04,31,290,2466
APTO,1997-12-31,1998-01-30,31,27,1897
MAYS,1995-06-27,1995-07-27,31,55,4187
BCDA,2005-04-05,2005-05-05,31,61,1991
MEC,2013-07-15,2013-08-14,31,55,863
PJT,2009-02-23,2009-03-25,31,78,2431
BCTF,2006-12-27,2007-01-26,31,155,3025
VHC,2006-04-25,2006-05-25,31,28,887
LFVN,2001-12-03,2002-01-02,31,290,2466
MEC,2015-04-13,2015-05-13,31,55,863
AUBN,1996-06-12,1996-07-12,31,51,1533
GTT,2009-02-24,2009-03-26,31,23,538
AIRI,2012-05-15,2012-06-14,31,79,1622
EMP,2018-01-03,2018-02-02,31,83,296
ARWR,2001-08-20,2001-09-19,31,70,2032
BST,2009-08-04,2009-09-03,31,23,552
LBC,2014-04-30,2014-05-30,31,181,1956
PAVMW,2018-12-17,2019-01-16,31,48,549
TGTX,2011-10-31,2011-11-30,31,22,236
MBCN,2003-05-12,2003-06-11,31,35,1837
SIM,2002-10-16,2002-11-15,31,25,682
MBCN,2003-08-25,2003-09-24,31,35,1837
MBCN,2004-05-11,2004-06-10,31,35,1837
PWOD,1995-09-25,1995-10-25,31,73,1405
HNRG,1994-09-19,1994-10-19,31,73,3290
MBCN,2006-09-25,2006-10-25,31,35,1837
GSX,2015-09-28,2015-10-28,31,45,430
TCFC,2010-04-26,2010-05-26,31,40,1507
ICL,2005-10-11,2005-11-10,31,270,1731
NIU,1993-03-31,1993-04-30,31,80,2245
COFS,2001-09-18,2001-10-18,31,58,2372
PWOD,1997-12-01,1997-12-31,31,73,1405
FSBC,2012-02-13,2012-03-14,31,56,1958
ALACR,2014-01-06,2014-02-05,31,182,754
ATCO,2012-05-14,2012-06-13,31,25,335
SAF,2006-04-11,2006-05-11,31,90,560
TMSR,2016-01-26,2016-02-25,31,46,531
HNRG,2001-12-18,2002-01-17,31,73,3290
YUMA,2003-09-03,2003-10-03,31,319,2485
ISDR,2009-03-09,2009-04-08,31,23,645
ABEV,2003-12-22,2004-01-21,31,48,1519
PLX,2000-06-19,2000-07-19,31,80,1679
LMNR,2003-12-22,2004-01-21,31,54,781
KIQ,2008-07-09,2008-08-08,31,175,3475
OCCI,2012-02-06,2012-03-07,31,426,1236
AEY,2002-10-01,2002-10-31,31,23,431
MSVB,2003-11-24,2003-12-24,31,115,3926
FPAY,2012-12-24,2013-01-23,31,105,1055
CKX,2000-01-12,2000-02-11,31,86,1945
AYTU,2009-11-17,2009-12-17,31,131,1696
PTVCA,1993-09-14,1993-10-14,31,103,3782
BCTF,2005-10-26,2005-11-25,31,155,3025
SMTS,2012-10-10,2012-11-09,31,25,1096
OGI,2014-03-12,2014-04-11,31,31,307
NVGS,2007-12-17,2008-01-16,31,203,1442
SPFI,2010-03-10,2010-04-09,31,229,1793
PTVCA,1995-08-08,1995-09-07,31,103,3782
OPBK,2007-01-03,2007-02-02,31,161,2090
CBH,2015-01-26,2015-02-25,31,40,590
VBIV,2001-11-20,2001-12-20,31,13,188
PTVCA,1995-04-03,1995-05-03,31,103,3782
UNB,1999-11-15,1999-12-15,31,25,752
ENSV,1996-07-23,1996-08-22,31,31,1297
SIEB,1994-01-18,1994-02-17,31,49,1518
SASR,1994-07-20,1994-08-19,31,31,389
NIU,2008-12-08,2009-01-07,31,80,2245
RCP,2017-10-02,2017-11-01,31,363,1190
LBTYB,2019-11-26,2019-12-26,31,41,1790
MXC,2002-11-19,2002-12-19,31,164,2419
ARWR,1999-02-02,1999-03-04,31,70,2032
BRBS,2014-07-22,2014-08-21,31,45,1302
PTVCA,1995-01-24,1995-02-23,31,103,3782
MTBCP,2016-03-23,2016-04-22,31,25,139
KELYB,2014-04-23,2014-05-23,31,96,4631
BRBS,2014-12-03,2015-01-02,31,45,1302
FMBH,2012-03-14,2012-04-13,31,31,2428
HBMD,2009-03-24,2009-04-23,31,25,1149
WVFC,2009-09-16,2009-10-15,30,22,1833
EMCF,2009-04-15,2009-05-14,30,22,2224
DOOO,2013-10-09,2013-11-07,30,25,915
FUE,2020-01-22,2020-02-20,30,22,1101
NOMD,2015-03-18,2015-04-16,30,24,85
JFKKU,2019-11-12,2019-12-11,30,24,135
FUE,2017-10-04,2017-11-02,30,22,1101
KBLM,2020-02-03,2020-03-03,30,21,305
GJR,2018-11-27,2018-12-26,30,20,1159
BHF,2015-03-18,2015-04-16,30,22,568
BNSO,1993-04-29,1993-05-28,30,22,435
CLBS,2005-01-26,2005-02-24,30,21,659
GPOR,2000-07-13,2000-08-11,30,24,782
CDR,2002-03-06,2002-04-04,30,21,1476
MPAA,1999-08-03,1999-09-01,30,22,158
URR,2019-05-21,2019-06-19,30,21,1029
FMCIU,2019-12-17,2020-01-15,30,20,178
HBMD,2011-10-06,2011-11-04,30,25,1149
INBK,2009-10-20,2009-11-18,30,22,867
PJT,2005-09-12,2005-10-11,30,78,2431
FCAP,2000-05-02,2000-05-31,30,26,1987
CTXR,2015-10-29,2015-11-27,30,62,329
BCDA,2006-12-06,2007-01-04,30,61,1991
LONE,2009-06-30,2009-07-29,30,60,1126
LONE,2012-08-15,2012-09-13,30,60,1126
COFS,2002-02-11,2002-03-12,30,58,2372
PTVCA,1996-07-02,1996-07-31,30,103,3782
COFS,2002-11-21,2002-12-20,30,58,2372
COFS,2003-04-08,2003-05-07,30,58,2372
YUMA,2001-10-03,2001-11-01,30,319,2485
PTVCA,1994-05-03,1994-06-01,30,103,3782
JJE,2018-05-15,2018-06-13,30,57,624
YUMA,2003-05-06,2003-06-04,30,319,2485
DGICB,2015-02-17,2015-03-18,30,57,2239
FPAY,2011-08-01,2011-08-30,30,105,1055
TXMD,2009-07-23,2009-08-21,30,107,883
MSVB,2017-08-01,2017-08-30,30,115,3926
MEC,2012-08-28,2012-09-26,30,55,863
MSVB,2015-12-22,2016-01-20,30,115,3926
MSVB,2012-06-13,2012-07-12,30,115,3926
MAYS,2006-09-06,2006-10-05,30,55,4187
MAYS,2011-02-28,2011-03-29,30,55,4187
MSVB,2008-02-14,2008-03-14,30,115,3926
MSVB,2007-05-30,2007-06-28,30,115,3926
XELB,2013-02-20,2013-03-21,30,54,564
XELB,2014-02-04,2014-03-05,30,54,564
LMNR,2004-10-19,2004-11-17,30,54,781
OVBC,1996-02-15,1996-03-15,30,116,1847
AMCR,2014-09-09,2014-10-08,30,54,1345
DMAC,2015-04-14,2015-05-13,30,61,941
UIHC,2009-08-19,2009-09-17,30,64,884
GIX,2017-06-26,2017-07-25,30,117,2607
RDIB,2019-11-14,2019-12-13,30,64,1468
PJT,2008-05-01,2008-05-30,30,78,2431
KLR,2016-08-10,2016-09-08,30,560,1397
AIRI,2005-08-30,2005-09-28,30,79,1622
EVGN,2012-03-14,2012-04-12,30,77,725
EVGN,2013-01-17,2013-02-15,30,77,725
ROAD,2012-03-15,2012-04-13,30,614,1154
NIU,2001-04-30,2001-05-29,30,80,2245
MLPB,2017-11-07,2017-12-06,30,75,863
PWOD,1995-02-08,1995-03-09,30,73,1405
PLX,2002-09-19,2002-10-18,30,80,1679
PLX,2001-10-04,2001-11-02,30,80,1679
TT,2000-09-13,2000-10-12,30,432,1781
HNRG,2006-09-27,2006-10-26,30,73,3290
HNRG,2007-07-10,2007-08-08,30,73,3290
GLIBP,2017-01-09,2017-02-07,30,86,1141
GRAF,2008-04-07,2008-05-06,30,1223,3366
MCF,1998-03-04,1998-04-02,30,90,1481
MCF,1994-08-15,1994-09-13,30,90,1481
GHG,2012-06-07,2012-07-06,30,70,661
LD,2016-01-12,2016-02-10,30,91,1282
PAYS,2010-06-16,2010-07-15,30,93,1140
VTNR,2001-05-30,2001-06-28,30,64,1075
YUMA,1998-05-05,1998-06-03,30,319,2485
VTNR,2002-07-31,2002-08-29,30,64,1075
KELYB,2017-01-12,2017-02-10,30,96,4631
RDIB,2012-11-01,2012-11-30,30,64,1468
KELYB,2016-04-07,2016-05-06,30,96,4631
BE,2002-03-05,2002-04-03,30,117,2051
GIX,2014-10-15,2014-11-13,30,117,2607
IKNX,1996-12-10,1997-01-08,30,26,2244
GWB,2010-11-29,2010-12-28,30,247,1415
OTTW,2013-03-28,2013-04-26,30,39,1706
RIVE,2013-08-06,2013-09-04,30,39,1106
PTE,2002-06-26,2002-07-25,30,39,605
GBR,1999-08-25,1999-09-23,30,39,1204
GMAB,2013-02-20,2013-03-21,30,241,1068
NSEC,1997-03-06,1997-04-04,30,38,2574
KIQ,2002-10-08,2002-11-06,30,175,3475
KIQ,1998-06-10,1998-07-09,30,175,3475
CBFV,2013-01-30,2013-02-28,30,35,1688
MBCN,2006-11-30,2006-12-29,30,35,1837
HWBK,1999-09-14,1999-10-13,30,35,766
ALRS,2008-09-10,2008-10-09,30,34,2072
STG,2013-07-11,2013-08-09,30,187,1342
STG,2012-11-08,2012-12-07,30,187,1342
KBSF,2013-08-29,2013-09-27,30,34,437
KGJI,2008-01-22,2008-02-20,30,33,1229
STG,2005-03-22,2005-04-20,30,187,1342
PIC,2011-12-06,2012-01-04,30,32,232
BHAT,2012-07-09,2012-08-07,30,234,1339
BHAT,2012-08-09,2012-09-07,30,234,1339
AJXA,2006-01-04,2006-02-02,30,196,923
SPFI,2016-10-12,2016-11-10,30,229,1793
CCZ,2017-06-27,2017-07-26,30,29,1986
CZNC,1994-04-07,1994-05-06,30,28,1118
CZNC,1996-10-23,1996-11-21,30,28,1118
CYCCP,2015-10-01,2015-10-30,30,28,1770
SNGX,1995-07-03,1995-08-01,30,27,526
AMRH,2017-01-24,2017-02-22,30,40,440
TCFC,2012-12-13,2013-01-11,30,40,1507
GIX,2013-07-08,2013-08-06,30,117,2607
TCFC,2012-06-12,2012-07-11,30,40,1507
GIX,2001-10-02,2001-10-31,30,117,2607
CAE,1997-10-07,1997-11-05,30,50,1194
IMV,2013-04-09,2013-05-08,30,50,1241
SGOC,2010-04-20,2010-05-19,30,130,639
AEMD,2003-02-18,2003-03-19,30,49,802
EEH,2010-10-20,2010-11-18,30,48,1717
ICL,2005-11-28,2005-12-27,30,270,1731
BWFG,2012-07-19,2012-08-17,30,132,880
LSXMB,2020-01-13,2020-02-11,30,48,629
FDBC,1999-06-07,1999-07-06,30,47,2353
FDBC,2001-10-01,2001-10-30,30,47,2353
VBFC,1998-06-08,1998-07-07,30,45,2026
NET,2005-11-03,2005-12-02,30,146,1342
BCTF,2012-11-28,2012-12-27,30,155,3025
GWB,2007-12-13,2008-01-11,30,247,1415
BCTF,2005-11-30,2005-12-29,30,155,3025
AMUB,2018-08-22,2018-09-20,30,160,831
AMUB,2017-10-31,2017-11-29,30,160,831
IFS,2010-09-27,2010-10-26,30,43,525
OPBK,2008-05-05,2008-06-03,30,161,2090
OPBK,2008-04-01,2008-04-30,30,161,2090
LBTYB,2013-10-01,2013-10-30,30,41,1790
OPBK,2007-08-06,2007-09-04,30,161,2090
TROV,2009-08-24,2009-09-22,30,40,821
